"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Feb 09 11:34:33 UTC 2026","Mon Feb 09 11:34:33 UTC 2026","0","","test_product_page","TestLoginFromProductPage","","","test_guest_can_go_to_login_page_from_product_page",""
"broken","Mon Feb 09 11:34:40 UTC 2026","Mon Feb 09 11:34:40 UTC 2026","0","","test_product_page","","","","test_guest_cant_see_success_message",""
"broken","Mon Feb 09 11:34:39 UTC 2026","Mon Feb 09 11:34:39 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[9]",""
"broken","Mon Feb 09 11:34:34 UTC 2026","Mon Feb 09 11:34:34 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[0]",""
"broken","Mon Feb 09 11:34:38 UTC 2026","Mon Feb 09 11:34:38 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[8]",""
"broken","Mon Feb 09 11:34:35 UTC 2026","Mon Feb 09 11:34:35 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[2]",""
"broken","Mon Feb 09 11:34:37 UTC 2026","Mon Feb 09 11:34:37 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[5]",""
"broken","Mon Feb 09 11:34:32 UTC 2026","Mon Feb 09 11:34:32 UTC 2026","0","","test_product_page","TestUserAddToCartFromProductPage","","","test_user_cant_see_success_message",""
"broken","Mon Feb 09 11:34:33 UTC 2026","Mon Feb 09 11:34:33 UTC 2026","0","","test_product_page","TestLoginFromProductPage","","","test_guest_should_see_login_link_on_product_page",""
"broken","Mon Feb 09 11:34:39 UTC 2026","Mon Feb 09 11:34:39 UTC 2026","0","","test_product_page","","","","test_guest_cant_see_success_message_after_adding_product_to_basket",""
"broken","Mon Feb 09 11:34:37 UTC 2026","Mon Feb 09 11:34:37 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[6]",""
"broken","Mon Feb 09 11:34:31 UTC 2026","Mon Feb 09 11:34:31 UTC 2026","0","","test_product_page","TestUserAddToCartFromProductPage","","","test_user_can_add_product_to_basket",""
"broken","Mon Feb 09 11:34:41 UTC 2026","Mon Feb 09 11:34:41 UTC 2026","0","","test_product_page","","","","test_message_disappeared_after_adding_product_to_basket",""
"skipped","Mon Feb 09 11:34:38 UTC 2026","Mon Feb 09 11:34:38 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[7]",""
"broken","Mon Feb 09 11:34:41 UTC 2026","Mon Feb 09 11:34:41 UTC 2026","0","","test_product_page","","","","test_guest_cant_see_product_in_basket_opened_from_product_page",""
"broken","Mon Feb 09 11:34:34 UTC 2026","Mon Feb 09 11:34:34 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[1]",""
"broken","Mon Feb 09 11:34:36 UTC 2026","Mon Feb 09 11:34:36 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[4]",""
"broken","Mon Feb 09 11:34:36 UTC 2026","Mon Feb 09 11:34:36 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[3]",""
