"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jan 18 11:52:13 UTC 2026","Sun Jan 18 11:52:13 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[3]",""
"broken","Sun Jan 18 11:52:18 UTC 2026","Sun Jan 18 11:52:18 UTC 2026","0","","test_product_page","","","","test_message_disappeared_after_adding_product_to_basket",""
"broken","Sun Jan 18 11:52:17 UTC 2026","Sun Jan 18 11:52:17 UTC 2026","0","","test_product_page","","","","test_guest_cant_see_success_message_after_adding_product_to_basket",""
"broken","Sun Jan 18 11:52:19 UTC 2026","Sun Jan 18 11:52:19 UTC 2026","0","","test_product_page","","","","test_guest_cant_see_product_in_basket_opened_from_product_page",""
"skipped","Sun Jan 18 11:52:15 UTC 2026","Sun Jan 18 11:52:15 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[7]",""
"broken","Sun Jan 18 11:52:14 UTC 2026","Sun Jan 18 11:52:14 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[5]",""
"broken","Sun Jan 18 11:52:16 UTC 2026","Sun Jan 18 11:52:16 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[8]",""
"broken","Sun Jan 18 11:52:12 UTC 2026","Sun Jan 18 11:52:12 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[1]",""
"broken","Sun Jan 18 11:52:10 UTC 2026","Sun Jan 18 11:52:10 UTC 2026","0","","test_product_page","TestLoginFromProductPage","","","test_guest_can_go_to_login_page_from_product_page",""
"broken","Sun Jan 18 11:52:16 UTC 2026","Sun Jan 18 11:52:16 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[9]",""
"broken","Sun Jan 18 11:52:10 UTC 2026","Sun Jan 18 11:52:10 UTC 2026","0","","test_product_page","TestUserAddToCartFromProductPage","","","test_user_cant_see_success_message",""
"broken","Sun Jan 18 11:52:11 UTC 2026","Sun Jan 18 11:52:11 UTC 2026","0","","test_product_page","TestLoginFromProductPage","","","test_guest_should_see_login_link_on_product_page",""
"broken","Sun Jan 18 11:52:15 UTC 2026","Sun Jan 18 11:52:15 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[6]",""
"broken","Sun Jan 18 11:52:18 UTC 2026","Sun Jan 18 11:52:18 UTC 2026","0","","test_product_page","","","","test_guest_cant_see_success_message",""
"broken","Sun Jan 18 11:52:09 UTC 2026","Sun Jan 18 11:52:09 UTC 2026","0","","test_product_page","TestUserAddToCartFromProductPage","","","test_user_can_add_product_to_basket",""
"broken","Sun Jan 18 11:52:11 UTC 2026","Sun Jan 18 11:52:11 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[0]",""
"broken","Sun Jan 18 11:52:13 UTC 2026","Sun Jan 18 11:52:13 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[2]",""
"broken","Sun Jan 18 11:52:14 UTC 2026","Sun Jan 18 11:52:14 UTC 2026","0","","test_product_page","","","","test_guest_can_add_product_to_basket[4]",""
