"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 28 14:34:31 UTC 2025","Sun Dec 28 14:34:31 UTC 2025","0","","test_allure","","","","Тест #TC-1182","
    Автоматически сгенерированный тест.
    Приоритет: HIGH
    ID тест-кейса: TC-1182-5
    "
"passed","Sun Dec 28 14:34:31 UTC 2025","Sun Dec 28 14:34:31 UTC 2025","0","","test_allure","","","","Тест #TC-9236","
    Автоматически сгенерированный тест.
    Приоритет: HIGH
    ID тест-кейса: TC-9236-6
    "
"broken","Sun Dec 28 14:34:28 UTC 2025","Sun Dec 28 14:34:28 UTC 2025","0","","test_allure","TestAllurePageOne","","","***** - @allure.title - Название отчета 1/1","@allure.description - Добавляет описание (Description) к тесту"
"broken","Sun Dec 28 14:34:29 UTC 2025","Sun Dec 28 14:34:29 UTC 2025","0","===== - @allure.parent_suite - вкладка Suites/Люксы (Группа тестов (suite)) -> Самый верх","===== - @allure.suite - вкладка Suites/Люксы","===== - @allure.sub_suite - вкладка Suites/Люксы","","","test_allure_two_one",""
"passed","Sun Dec 28 14:34:31 UTC 2025","Sun Dec 28 14:34:31 UTC 2025","0","","test_allure","","","","Тест #TC-6837","
    Автоматически сгенерированный тест.
    Приоритет: LOW
    ID тест-кейса: TC-6837-1
    "
"passed","Sun Dec 28 14:34:31 UTC 2025","Sun Dec 28 14:34:31 UTC 2025","0","","test_allure","","","","Тест #TC-5093","
    Автоматически сгенерированный тест.
    Приоритет: MEDIUM
    ID тест-кейса: TC-5093-2
    "
"broken","Sun Dec 28 14:34:30 UTC 2025","Sun Dec 28 14:34:30 UTC 2025","0","===== - @allure.parent_suite - вкладка Suites/Люксы (Группа тестов (suite)) -> Самый верх","===== - @allure.suite - вкладка Suites/Люксы","===== - @allure.sub_suite - вкладка Suites/Люксы","","","test_allure_two_two",""
"passed","Sun Dec 28 14:34:31 UTC 2025","Sun Dec 28 14:34:31 UTC 2025","0","","test_allure","","","","Тест #TC-2042","
    Автоматически сгенерированный тест.
    Приоритет: MEDIUM
    ID тест-кейса: TC-2042-3
    "
"broken","Sun Dec 28 14:34:29 UTC 2025","Sun Dec 28 14:34:29 UTC 2025","0","","test_allure","TestAllurePageOne","","","***** - @allure.title - Название отчета 1/2",""
"passed","Sun Dec 28 14:34:31 UTC 2025","Sun Dec 28 14:34:31 UTC 2025","0","","test_allure","","","","Тест #TC-5700","
    Автоматически сгенерированный тест.
    Приоритет: HIGH
    ID тест-кейса: TC-5700-4
    "
